dataset,accuracy_1,accuracy_2,accuracy_3,accuracy_mean,accuracy_std,error_1,error_2,error_3,f1score_1,f1score_2,f1score_3,f1score_mean,f1score_std,model_1,model_2,model_3,precision_1,precision_2,precision_3,precision_mean,precision_std,recall_1,recall_2,recall_3,recall_mean,recall_std,time_1,time_2,time_3
dataset_185_yeast,0.555256064690027,0.5849056603773585,0.6091644204851752,0.5831087151841868,0.022044643569425485,,,,0.5481116658310313,0.5770352522478841,0.6011811697148839,0.5754426959312665,0.021694780283680524,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 39, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 125, -K, 5, -depth, 14]","best classifier: weka.classifiers.meta.Bagging
arguments: [-P, 76, -I, 111, -S, 1, -W, weka.classifiers.trees.RandomForest, --, -I, 14, -K, 1, -depth, 0]",0.5534724137624952,0.5842205141865422,0.6066377133819153,0.5814435471103176,0.02179328536518383,0.555256064690027,0.5849056603773585,0.6091644204851752,0.5831087151841868,0.022044643569425485,1544.0,1593.0,1535.0
dataset_186_satimage,0.9135572139303484,0.9135572139303484,0.9135572139303484,0.9135572139303484,1.1102230246251563e-16,,,,0.9122558938050344,0.9122558938050344,0.9122558938050344,0.9122558938050344,0.0,"best classifier: weka.classifiers.meta.AdaBoostM1
arguments: [-P, 56, -I, 118, -S, 1, -W, weka.classifiers.trees.J48, --, -J, -A, -M, 6, -C, 0.2814136752665706]","best classifier: weka.classifiers.meta.AdaBoostM1
arguments: [-P, 56, -I, 118, -S, 1, -W, weka.classifiers.trees.J48, --, -J, -A, -M, 6, -C, 0.2814136752665706]","best classifier: weka.classifiers.meta.AdaBoostM1
arguments: [-P, 56, -I, 118, -S, 1, -W, weka.classifiers.trees.J48, --, -J, -A, -M, 6, -C, 0.2814136752665706]",0.9120687854566979,0.9120687854566979,0.9120687854566979,0.9120687854566979,0.0,0.9135572139303484,0.9135572139303484,0.9135572139303484,0.9135572139303484,1.1102230246251563e-16,1596.0,1600.0,1656.0
dataset_187_abalone,0.2480842911877395,0.2480842911877395,0.2662835249042146,0.2541507024265645,0.008579201048878934,,,,0.20087948039548864,0.20087948039548864,0.2344533983336664,0.2120707863748812,0.0158268966967241,"best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.440965310321094, -M, 0.3704442428043423, -H, t, -S, 1]","best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.440965310321094, -M, 0.3704442428043423, -H, t, -S, 1]","best classifier: weka.classifiers.functions.SimpleLogistic
arguments: [-W, 0]",0.2705263666204027,0.2705263666204027,0.2296066286112949,0.2568864539507001,0.01928974948707802,0.2480842911877395,0.2480842911877395,0.2662835249042146,0.2541507024265645,0.008579201048878934,1641.0,1651.0,1625.0
dataset_189_baseball,0.9402985074626864,,,0.9402985074626864,0.0,,,,0.9292204641143093,,,0.9292204641143093,0.0,"best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.8224497178488236, -M, 0.6861230602617663, -B, -H, t, -C, -R, -D, -S, 1]",,,0.9338726926117076,,,0.9338726926117076,0.0,0.9402985074626866,,,0.9402985074626866,0.0,1521.0,,
dataset_194_eucalyptus,0.625,,,0.625,0.0,,,,0.6128635271712078,,,0.6128635271712078,0.0,"best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 2.6351178250165458E-5]",,,0.620582845882227,,,0.620582845882227,0.0,0.625,,,0.625,0.0,1662.0,,
dataset_24_mushroom,0.9881831610044312,0.9881831610044312,0.9881831610044312,0.9881831610044312,0.0,,,,0.9881808915507516,0.9881808915507516,0.9881808915507516,0.9881808915507516,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.9884548124755941,0.9884548124755941,0.9884548124755941,0.9884548124755941,0.0,0.9881831610044312,0.9881831610044312,0.9881831610044312,0.9881831610044312,0.0,1515.0,1529.0,1701.0
dataset_26_nursery,0.999074074074074,,,0.999074074074074,0.0,,,,0.9989207095284418,,,0.9989207095284418,0.0,"best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.6724389100333783, -M, 0.25318105671911423, -H, i, -R, -D, -S, 1]",,,0.9987703661711598,,,0.9987703661711598,0.0,0.999074074074074,,,0.999074074074074,0.0,1775.0,,
dataset_28_optdigits,0.9836298932384342,,,0.9836298932384342,0.0,,,,0.9836000144148026,,,0.9836000144148026,0.0,"best classifier: weka.classifiers.lazy.IBk
arguments: [-E, -K, 1]",,,0.9838874351038508,,,0.9838874351038508,0.0,0.9836298932384342,,,0.9836298932384342,0.0,1527.0,,
dataset_31_credit-g,0.76,0.748,0.72,0.7426666666666666,0.016759740119968728,,,,0.7389156091933623,0.7010328723645431,0.6879896907216496,0.709312724093185,0.02159906250331408,"best classifier: weka.classifiers.lazy.LWL
arguments: [-U, 0, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.functions.Logistic, --, -R, 4.010494267124843E-8]","best classifier: weka.classifiers.meta.Vote
arguments: [-R, AVG, -S, 1, -B, weka.classifiers.trees.DecisionStump, -B, weka.classifiers.functions.SMO -C 1.1452440472675494 -N 0 -M -K ""weka.classifiers.functions.supportVector.RBFKernel -G 2.0995363045766698E-4""]","best classifier: weka.classifiers.lazy.LWL
arguments: [-K, 30, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.rules.ZeroR, --]",0.7453045013239188,0.7419022222222222,0.6915789473684211,0.7262618903048541,0.02456384570624558,0.76,0.748,0.72,0.7426666666666666,0.016759740119968728,1733.0,1511.0,1512.0
dataset_36_segment,0.9775086505190312,,,0.9775086505190312,0.0,,,,0.977561379124076,,,0.977561379124076,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",,,0.977717059443004,,,0.977717059443004,0.0,0.9775086505190312,,,0.9775086505190312,0.0,1512.0,,
dataset_39_ecoli,0.9047619047619048,0.8928571428571429,0.9047619047619048,0.9007936507936508,0.005611958580845595,,,,0.9131106988249844,0.8982392957182874,0.9131106988249844,0.9081535644560856,0.007010446655002806,"best classifier: weka.classifiers.lazy.LWL
arguments: [-K, 10, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.bayes.NaiveBayesMultinomial, --]","best classifier: weka.classifiers.lazy.LWL
arguments: [-K, 90, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.functions.SMO, --, -C, 0.5312100513759973, -N, 0, -K, weka.classifiers.functions.supportVector.PolyKernel -E 0.9468029322659572]","best classifier: weka.classifiers.lazy.LWL
arguments: [-K, 10, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.bayes.NaiveBayesMultinomial, --]",0.9301587301587302,0.9097222222222221,0.9301587301587302,0.9233465608465607,0.009633862230451713,0.9047619047619048,0.8928571428571429,0.9047619047619048,0.9007936507936508,0.005611958580845595,1510.0,1545.0,1512.0
dataset_40_sonar,0.6346153846153846,,,0.6346153846153846,0.0,,,,0.6297986382732146,,,0.6297986382732146,0.0,"best classifier: weka.classifiers.lazy.LWL
arguments: [-U, 4, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.rules.JRip, --, -N, 1.8510162309170513, -P, -O, 3]",,,0.6370192307692307,,,0.6370192307692307,0.0,0.6346153846153846,,,0.6346153846153846,0.0,1514.0,,
dataset_42_soybean,0.8895705521472392,,,0.8895705521472392,0.0,,,,0.8900846396337225,,,0.8900846396337225,0.0,"best classifier: weka.classifiers.functions.SimpleLogistic
arguments: [-S, -W, 0.2320836797667204]",,,0.9000803388840198,,,0.9000803388840198,0.0,0.8895705521472392,,,0.8895705521472392,0.0,1698.0,,
dataset_44_spambase,0.9443961772371848,0.9443961772371848,0.9443961772371848,0.9443961772371848,1.1102230246251563e-16,,,,0.944102395392005,0.944102395392005,0.944102395392005,0.944102395392005,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.9446827030067398,0.9446827030067398,0.9446827030067398,0.9446827030067398,0.0,0.944396177237185,0.944396177237185,0.944396177237185,0.944396177237185,0.0,1514.0,1551.0,1519.0
dataset_54_vehicle,0.8254716981132075,,,0.8254716981132075,0.0,,,,0.8246880611053916,,,0.8246880611053916,0.0,"best classifier: weka.classifiers.trees.LMT
arguments: [-P, -M, 2, -W, 0, -A]",,,0.8256923273317007,,,0.8256923273317007,0.0,0.8254716981132075,,,0.8254716981132075,0.0,1517.0,,
dataset_59_ionosphere,0.943181818181818,,,0.943181818181818,0.0,,,,0.9419883318188399,,,0.9419883318188399,0.0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 0.8318769447415337, -N, 0, -K, weka.classifiers.functions.supportVector.Puk -S 1.2250128118078476 -O 0.7465602628022031]",,,0.947839046199702,,,0.947839046199702,0.0,0.9431818181818182,,,0.9431818181818182,0.0,1509.0,,
dataset_60_waveform-5000,0.8584,0.8584,0.8584,0.8584,0.0,,,,0.8584387191707461,0.8584387191707461,0.8584387191707461,0.8584387191707461,0.0,"best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 2.8131978688186083]","best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 2.8131978688186083]","best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 2.8131978688186083]",0.8585122992035699,0.8585122992035699,0.8585122992035699,0.8585122992035699,0.0,0.8584,0.8584,0.8584,0.8584,0.0,1642.0,1651.0,1648.0
dataset_61_iris,0.9736842105263156,0.9736842105263156,0.9736842105263156,0.9736842105263156,1.1102230246251563e-16,,,,0.9739522830846216,0.9739522830846216,0.9739522830846216,0.9739522830846216,0.0,"best classifier: weka.classifiers.meta.RandomCommittee
arguments: [-I, 5, -S, 1, -W, weka.classifiers.trees.RandomTree, --, -M, 3, -K, 2, -depth, 0, -N, 0]","best classifier: weka.classifiers.lazy.LWL
arguments: [-U, 0, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.trees.RandomForest, --, -I, 7, -K, 5, -depth, 0]","best classifier: weka.classifiers.meta.Vote
arguments: [-R, MIN, -S, 1, -B, weka.classifiers.trees.RandomTree -M 9 -K 0 -depth 0 -N 0]",0.9763157894736842,0.9763157894736842,0.9763157894736842,0.9763157894736842,0.0,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.0,1510.0,1512.0,1509.0
dataset_6_letter,0.9598,,,0.9598,0.0,,,,0.9598910433084938,,,0.9598910433084938,0.0,"best classifier: weka.classifiers.meta.AdaBoostM1
arguments: [-P, 100, -I, 10, -Q, -S, 1, -W, weka.classifiers.trees.RandomForest, --, -I, 43, -K, 0, -depth, 20]",,,0.9602684915036568,,,0.9602684915036568,0.0,0.9598,,,0.9598,0.0,1748.0,,
dataset_9_autos,0.8076923076923077,0.7884615384615384,0.7692307692307692,0.7884615384615384,0.015701857325533232,,,,0.806930450858487,0.7915577176446741,0.7705128205128206,0.7896669963386606,0.014927425995823081,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 164, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 36, -K, 0, -depth, 0]","best classifier: weka.classifiers.lazy.LWL
arguments: [-A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.trees.RandomForest, --, -I, 2, -K, 0, -depth, 0]",0.8095074043603455,0.8006472693972694,0.7757554945054945,0.7953033894210364,0.014287888685008344,0.8076923076923077,0.7884615384615384,0.7692307692307693,0.7884615384615384,0.015701857325533183,1547.0,1580.0,1513.0
devnagari,0.0,0.0,0.0,0.0,0.0,Timeout,Timeout,Timeout,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,1980.0,1981.0
electricity-normalized,0.734375,0.734375,0.734375,0.734375,0.0,,,,0.7351657331802173,0.7351657331802173,0.7351657331802173,0.7351657331802173,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.7366663797955862,0.7366663797955862,0.7366663797955862,0.7366663797955862,0.0,0.734375,0.734375,0.734375,0.734375,0.0,1682.0,1525.0,1685.0
eye_movements,0.3840526700804682,0.3840526700804682,0.3840526700804682,0.3840526700804682,0.0,,,,0.3842831676331424,0.3842831676331424,0.3842831676331424,0.3842831676331424,0.0,"best classifier: weka.classifiers.rules.OneR
arguments: [-B, 1]","best classifier: weka.classifiers.rules.OneR
arguments: [-B, 1]","best classifier: weka.classifiers.rules.OneR
arguments: [-B, 1]",0.3859463031335261,0.3859463031335261,0.3859463031335261,0.3859463031335261,5.551115123125783e-17,0.3840526700804682,0.3840526700804682,0.3840526700804682,0.3840526700804682,5.551115123125783e-17,1655.0,1647.0,1657.0
gina_agnostic,0.8881199538638985,,,0.8881199538638985,0.0,,,,0.8880718926679165,,,0.8880718926679165,0.0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 0.7127949742291734, -N, 0, -M, -K, weka.classifiers.functions.supportVector.PolyKernel -E 1.1133446901320447 -L]",,,0.8881399637530223,,,0.8881399637530223,0.0,0.8881199538638985,,,0.8881199538638985,0.0,1746.0,,
hiva_agnostic,0.9631379962192816,0.9631379962192816,0.9631379962192816,0.9631379962192816,1.1102230246251563e-16,,,,0.9552780093016628,0.9552780093016628,0.9552780093016628,0.9552780093016628,0.0,"best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 0.057140274761388915]","best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 0.057140274761388915]","best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 0.057140274761388915]",0.9535257602255368,0.9535257602255368,0.9535257602255368,0.9535257602255368,0.0,0.9631379962192816,0.9631379962192816,0.9631379962192816,0.9631379962192816,1.1102230246251563e-16,1781.0,1786.0,1790.0
ipums_la_99-small,0.8504398826979472,0.8504398826979472,0.8504398826979472,0.8504398826979472,0.0,,,,0.7817038541439134,0.7817038541439134,0.7817038541439134,0.7817038541439135,1.1102230246251563e-16,"best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.8429707816982356, -M, 0.40725616766282013, -H, o, -S, 1]","best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.8429707816982356, -M, 0.40725616766282013, -H, o, -S, 1]","best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.8429707816982356, -M, 0.40725616766282013, -H, o, -S, 1]",0.7232479940832982,0.7232479940832982,0.7232479940832982,0.7232479940832982,0.0,0.8504398826979472,0.8504398826979472,0.8504398826979472,0.8504398826979472,0.0,1834.0,1842.0,1830.0
jm1,0.8181484202792064,,,0.8181484202792064,0.0,,,,0.7798746054941118,,,0.7798746054941118,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 239, -K, 0, -depth, 13]",,,0.7877298386591117,,,0.7877298386591117,0.0,0.8181484202792064,,,0.8181484202792064,0.0,1576.0,,
jungle_chess_2pcs_endgame_panther_lion,1.0,,,1.0,0.0,,,,1.0,,,1.0,0.0,"best classifier: weka.classifiers.trees.LMT
arguments: [-P, -M, 37, -W, 0.4408380025920471]",,,1.0,,,1.0,0.0,1.0,,,1.0,0.0,1519.0,,
kin8nm,0.81298828125,,,0.81298828125,0.0,,,,0.8130570635371879,,,0.8130570635371879,0.0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 1.152106262167039, -N, 0, -M, -K, weka.classifiers.functions.supportVector.Puk -S 5.350239851811477 -O 0.16585023869544807]",,,0.8133309304923255,,,0.8133309304923255,0.0,0.81298828125,,,0.81298828125,0.0,1657.0,,
leukemia,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,0.0,"best classifier: weka.classifiers.bayes.NaiveBayes
arguments: [-K]","best classifier: weka.classifiers.bayes.NaiveBayes
arguments: [-K]","best classifier: weka.classifiers.bayes.NaiveBayes
arguments: [-K]",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1696.0,1692.0,1698.0
lymphoma_2classes,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333334,1.1102230246251563e-16,,,,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,"best classifier: weka.classifiers.meta.AttributeSelectedClassifier
arguments: [-S, weka.attributeSelection.BestFirst, -E, weka.attributeSelection.CfsSubsetEval, -W, weka.classifiers.trees.RandomForest, --, -I, 22, -K, 0, -depth, 0]","best classifier: weka.classifiers.meta.AttributeSelectedClassifier
arguments: [-S, weka.attributeSelection.BestFirst, -E, weka.attributeSelection.CfsSubsetEval, -W, weka.classifiers.trees.RandomForest, --, -I, 22, -K, 0, -depth, 0]","best classifier: weka.classifiers.meta.AttributeSelectedClassifier
arguments: [-S, weka.attributeSelection.BestFirst, -E, weka.attributeSelection.CfsSubsetEval, -W, weka.classifiers.trees.RandomForest, --, -I, 22, -K, 0, -depth, 0]",0.8809523809523809,0.8809523809523809,0.8809523809523809,0.8809523809523809,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,1569.0,1562.0,1565.0
mfeat-pixel,0.996,0.996,0.996,0.996,0.0,,,,0.9959618618195482,0.9959618618195482,0.9959618618195482,0.9959618618195482,0.0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 1.0574050316054016, -N, 0, -K, weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 4.819706475007974]","best classifier: weka.classifiers.functions.SMO
arguments: [-C, 1.0574050316054016, -N, 0, -K, weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 4.819706475007974]","best classifier: weka.classifiers.functions.SMO
arguments: [-C, 1.0574050316054016, -N, 0, -K, weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 4.819706475007974]",0.9960176211453744,0.9960176211453744,0.9960176211453744,0.9960176211453744,0.0,0.996,0.996,0.996,0.996,0.0,1533.0,1545.0,1533.0
mnist_784,0.0,0.0,0.0,0.0,0.0,Timeout,Timeout,Timeout,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,1980.0,1980.0
openml_phpJNxH0q,0.9828571428571428,0.9828571428571428,0.9828571428571428,0.9828571428571428,1.1102230246251563e-16,,,,0.9828174558722336,0.9828174558722336,0.9828174558722336,0.9828174558722336,0.0,"best classifier: weka.classifiers.bayes.NaiveBayes
arguments: [-D]","best classifier: weka.classifiers.bayes.NaiveBayes
arguments: [-D]","best classifier: weka.classifiers.bayes.NaiveBayes
arguments: [-D]",0.9828511404561824,0.9828511404561824,0.9828511404561824,0.9828511404561824,0.0,0.9828571428571428,0.9828571428571428,0.9828571428571428,0.9828571428571428,1.1102230246251563e-16,1527.0,1508.0,1509.0
page-blocks,0.0,,,0.0,0.0,Timeout,,,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,1980.0,,
php0FyS2T,0.6,,,0.6,0.0,,,,0.5804343295593296,,,0.5804343295593296,0.0,"best classifier: weka.classifiers.lazy.IBk
arguments: [-E, -K, 37, -X, -I]",,,0.6331319444444444,,,0.6331319444444444,0.0,0.6,,,0.6,0.0,1525.0,,
