,Unnamed: 0,sklearn_accuracy_1,sklearn_f1_score_1,sklearn_precision_1,sklearn_recall_1,sklearn_time_1,sklearn_e_accuracy_1,sklearn_e_f1_score_1,sklearn_e_precision_1,sklearn_e_recall_1,sklearn_e_time_1,sklearn_m_accuracy_1,sklearn_m_f1_score_1,sklearn_m_precision_1,sklearn_m_recall_1,sklearn_m_time_1,sklearn_v_accuracy_1,sklearn_v_f1_score_1,sklearn_v_precision_1,sklearn_v_recall_1,sklearn_v_time_1,autoweka_accuracy_1,autoweka_f1_score_1,autoweka_precision_1,autoweka_recall_1,autoweka_time_1,tpot_accuracy_1,tpot_f1_score_1,tpot_precision_1,tpot_recall_1,tpot_time_1
10,analcatdata_authorship,1.0,1.0,1.0,1.0,3596.5943672657013,1.0,1.0,1.0,1.0,3597.9536395072937,0.995260663507109,0.9952581533761158,0.9953184602936076,0.995260663507109,3596.454464673996,0.990521327014218,0.9905288365262666,0.9907846234860452,0.990521327014218,3597.265501976013,0.985781990521327,0.9857882536857157,0.9858562512515854,0.985781990521327,3034.0,0.995260663507109,0.995262751228572,0.9953274147253188,0.995260663507109,3600.810625553131
11,arrhythmia,0.8407079646017699,0.8393225974374904,0.8515043099240235,0.8407079646017699,3596.432938575745,0.8761061946902655,0.8745722713864307,0.8937003742698241,0.8761061946902655,3596.4749596118927,0.8584070796460177,0.8566540244416351,0.8751267970198326,0.8584070796460177,3595.5312809944153,0.8053097345132744,0.8020504108723134,0.8249200216045536,0.8053097345132744,3596.015133857727,0.8053097345132744,0.8028992836072482,0.8194060652698589,0.8053097345132744,3187.0,0.8230088495575221,0.8200458280657394,0.8438240059827994,0.8230088495575221,3607.1452181339264
12,audiology,0.9298245614035088,0.9310113519091848,0.9347728295096716,0.9298245614035088,3596.5581839084625,0.9649122807017544,0.9641604010025062,0.9665442676458588,0.9649122807017544,3595.9112601280212,0.9473684210526316,0.9478409829287022,0.9489938080495356,0.9473684210526316,3597.385453939438,0.9298245614035088,0.9310113519091848,0.9347728295096716,0.9298245614035088,3595.2271258831024,0.9298245614035088,0.9283208020050124,0.929766276155505,0.9298245614035088,3282.0,0.8771929824561403,0.8693508995989334,0.8806601483947022,0.8771929824561403,3602.543375253677
13,avila-tr,0.9984665516580408,0.9984653500736574,0.9984707842509448,0.9984665516580408,3601.326574087143,0.9967414222733372,0.9967324861260024,0.9967552282014964,0.9967414222733372,3598.409879922867,0.9988499137435308,0.9988488377681072,0.9988555266734706,0.9988499137435308,3598.6919095516205,0.9978915085298063,0.997889257688552,0.9979006593120264,0.9978915085298063,3599.296587228775,0.9994249568717654,0.9994574016875308,0.9995249924327938,0.9994249568717654,3131.0,0.9984665516580408,0.9984644807433872,0.998468329851037,0.9984665516580408,3698.716567516327
14,churn,0.9656,0.9641402899211284,0.9653720929340216,0.9656,3595.9732418060303,0.9536,0.9505034422642016,0.953550110150822,0.9536,3596.278377056122,0.9544,0.9523244259884632,0.9531901702400456,0.9544,3596.9073674678802,0.96,0.9581169538960084,0.9594505265352936,0.96,3596.613641023636,0.9216,0.9124903157672404,0.9183693913043476,0.9216,3300.0,0.964,0.9623613889382604,0.9637871643279436,0.964,3620.83584356308
15,cifar-10,,,,,23.97672700881958,,,,,26.65222644805908,,,,,24.739552974700928,,,,,25.13043308258057,0.0,0.0,0.0,0.0,3960.0,,,,,335.33593106269836
16,connect-4,0.8312018946121965,0.8164213407413544,0.8114886658841531,0.8312018946121965,3596.530408143997,0.8342806394316163,0.8141878327375913,0.8142904163571008,0.8342806394316163,3596.402610063553,0.8148608644168147,0.7957317002822987,0.7926044855555521,0.8148608644168147,3596.5228264331818,0.8004736530491415,0.7699151308490215,0.7735129729059462,0.8004736530491415,3596.442541360855,0.7069271758436945,0.6539400220472215,0.6637036715960829,0.7069271758436945,3335.0,,,,,3734.458077669144
17,dataset_183_adult,0.8574236344279748,0.8533146575450115,0.8520434405644538,0.8574236344279748,3597.5946640968323,0.8552944066824993,0.8522523803578377,0.8507705887889022,0.8552944066824993,3596.754804849625,0.8582425681762346,0.8536450660944268,0.8525898522314616,0.8582425681762346,3597.388339996338,0.8553763000573253,0.8504083627869854,0.8493495591929786,0.8553763000573253,3596.0225598812103,0.8455490950782082,0.8398098650387092,0.8384656237980112,0.8455490950782082,3169.0,0.8584882483007125,0.8545043591826007,0.8532445900343592,0.8584882483007125,3635.8860688209534
18,dataset_185_yeast,0.5795148247978437,0.5739880659332633,0.5834842936624749,0.5795148247978437,3603.577872037888,0.5795148247978437,0.5735500198841617,0.5849673565502006,0.5795148247978437,3603.2979729175568,0.5849056603773585,0.5779260362729692,0.5884113532678783,0.5849056603773585,3595.8559205532074,0.5876010781671159,0.5809689845016431,0.5916386369185487,0.5876010781671159,3600.174807548523,0.5849056603773585,0.5770352522478841,0.5842205141865422,0.5849056603773585,3018.0,0.5983827493261455,0.5840761322495094,0.5919948565681746,0.5983827493261455,3602.204359769821
19,dataset_186_satimage,0.9197761194029852,0.9190808190872476,0.9192275171380592,0.9197761194029852,3602.242448568344,0.9154228855721394,0.9135458647151604,0.9146516052790972,0.9154228855721394,3601.1365122795105,0.9129353233830846,0.9116666833512578,0.9114739401933748,0.9129353233830846,3597.9922327995296,0.9036069651741292,0.9016619303309528,0.9014809718788156,0.9036069651741292,3596.6519861221313,0.9135572139303484,0.9122558938050344,0.9120687854566979,0.9135572139303484,3200.0,0.9073383084577116,0.906470023648408,0.9065770290284704,0.9073383084577116,3898.850987911224
20,dataset_187_abalone,0.23923444976076555,0.21525071866008227,0.2205701973030357,0.23923444976076555,3598.354684114456,0.2363636363636364,0.2024424243218538,0.18392199770392312,0.2363636363636364,3596.3001101017,0.2440191387559809,0.20920997079327547,0.19264128560738789,0.2440191387559809,3597.9727449417114,0.2334928229665072,0.19298882760328573,0.1734856293818703,0.2334928229665072,3598.655378818512,0.2519157088122605,0.223480736469237,0.21019541629576727,0.2519157088122605,3620.0,0.2507177033492823,0.2206415309288273,0.2271289819098609,0.2507177033492823,3613.2459020614624
21,dataset_189_baseball,0.9223880597014924,0.9050775480238072,0.8988152405673497,0.9223880597014924,3599.210033416748,0.9313432835820896,0.9156544549977386,0.9124316306665432,0.9313432835820896,3596.4235718250275,0.9223880597014924,0.9115586621054248,0.9083023988121144,0.9223880597014924,3595.714893102646,0.9402985074626866,0.9317183386218296,0.9326310130309003,0.9402985074626866,3597.7099480628967,0.9223880597014926,0.9082274677034992,0.9040111940298508,0.9223880597014924,3011.0,0.9373134328358208,0.9271130610682852,0.9268722219622888,0.9373134328358208,3682.002266407013
22,dataset_194_eucalyptus,0.7228260869565217,0.7209954904985547,0.7219784704122891,0.7228260869565217,3600.7418382167816,0.6739130434782609,0.6679985583007378,0.6848706004140787,0.6739130434782609,3596.5454556941986,0.7173913043478259,0.7134190550995364,0.7116546753797014,0.7173913043478259,3597.0049777030945,0.6902173913043478,0.6769071390683474,0.6795038176954782,0.6902173913043478,3596.4583973884583,0.6141304347826086,0.6072067616446446,0.6224695240172556,0.6141304347826086,3012.0,0.7119565217391305,0.7012783040351308,0.7104021192598021,0.7119565217391305,3606.1547932624817
23,dataset_24_mushroom,1.0,1.0,1.0,1.0,3596.3596477508545,1.0,1.0,1.0,1.0,3596.552520751953,1.0,1.0,1.0,1.0,3596.240471601486,1.0,1.0,1.0,1.0,3595.804425239563,0.9881831610044312,0.9881808915507516,0.9884548124755941,0.9881831610044312,3141.0,1.0,1.0,1.0,1.0,3601.987233400345
24,dataset_26_nursery,0.9987654320987654,0.9986121073545062,0.9984632960104416,0.9987654320987654,3598.6238811016083,0.9996913580246912,0.9995379611148074,0.9993863903586124,0.9996913580246912,3597.145049095154,0.9996913580246912,0.9995379611148074,0.9993863903586124,0.9996913580246912,3597.664657831192,0.9993827160493828,0.9993827160493828,0.9993827160493828,0.9993827160493828,3600.6648700237274,0.9993827160493828,0.9992293108303866,0.9990780307638852,0.9993827160493828,3408.0,0.9993827160493828,0.9992293273032332,0.9990780636457914,0.9993827160493828,3617.120651960373
25,dataset_28_optdigits,0.9871886120996441,0.9871850391939369,0.9873579094381546,0.9871886120996441,3597.226769924164,0.9871886120996441,0.9872246331811674,0.9875329137026448,0.9871886120996441,3596.8811123371124,0.9886120996441279,0.9886147111908846,0.9887676489609176,0.9886120996441279,3597.581187486649,0.9686832740213523,0.9686354904763452,0.9687959079618379,0.9686832740213523,3606.317870855331,0.987900355871886,0.9879171209741564,0.9880975016205508,0.987900355871886,3045.0,0.9793594306049822,0.9794139580077116,0.9800250901399904,0.9793594306049822,3608.038829803467
26,dataset_31_credit-g,0.764,0.7581013050210131,0.7554733893557423,0.764,3598.3200380802155,0.764,0.7511316206117667,0.7509426300162819,0.764,3599.257961988449,0.748,0.7358946906537955,0.7335794871794872,0.748,3595.2369892597203,0.748,0.7358946906537955,0.7335794871794872,0.748,3595.46949505806,0.76,0.7347804745023181,0.7462380952380951,0.76,39.0,0.76,0.7368965517241379,0.7456410256410256,0.76,3619.175655841827
27,dataset_36_segment,0.986159169550173,0.9861791091994884,0.9863132045987276,0.986159169550173,3599.179592609405,0.9775086505190312,0.9776766913781184,0.9781078494746314,0.9775086505190312,3595.7959966659546,0.9757785467128028,0.9760123058862148,0.9767505820794012,0.9757785467128028,3598.8726060390472,0.972318339100346,0.972526096965074,0.9731995672969864,0.972318339100346,3603.263937234879,0.9688581314878892,0.9691047537317165,0.9696163240382659,0.9688581314878892,3113.0,0.9809688581314879,0.9811235384323084,0.9815140769488352,0.9809688581314879,3604.2228841781616
28,dataset_39_ecoli,0.9166666666666666,0.9237695078031212,0.9360119047619048,0.9166666666666666,3601.7595493793488,0.8690476190476191,0.8738926968093633,0.8962585034013606,0.8690476190476191,3601.912810564041,0.8928571428571429,0.8932506335867679,0.9070767195767196,0.8928571428571429,3603.5980689525604,0.8809523809523809,0.8905998763141622,0.9079365079365079,0.8809523809523809,3597.288678884506,0.9047619047619048,0.9131106988249844,0.9301587301587302,0.9047619047619048,3010.0,0.9047619047619048,0.9077631052420968,0.9136904761904762,0.9047619047619048,3651.817630529404
29,dataset_40_sonar,0.8076923076923077,0.8071225071225071,0.8162265021335485,0.8076923076923077,3595.8890233039856,,,,,,,,,,,,,,,,0.8461538461538461,0.8433566433566432,0.8645564961354435,0.8461538461538461,3019.0,0.9423076923076924,0.9422434708148992,0.9428800366300368,0.9423076923076924,3604.0657000541687
30,dataset_42_soybean,0.9064327485380116,0.8852744586558211,0.874414863888548,0.9064327485380116,3610.403359413147,0.912280701754386,0.8914280131184461,0.877872804327098,0.912280701754386,3600.5194680690765,0.9181286549707602,0.8976674034657978,0.8856360026312773,0.9181286549707602,3608.296285390854,,,,,,0.9447852760736196,0.943985250977406,0.9482997663845892,0.9447852760736196,3068.0,0.8830409356725146,0.8692982456140351,0.8814883362251782,0.8830409356725146,3610.059748649597
31,dataset_44_spambase,0.9661164205039096,0.9660533537580028,0.9661147722876916,0.9661164205039096,3595.5623154640202,0.9574283231972198,0.9572928727226012,0.9575014632188541,0.9574283231972198,3595.765363931656,0.9600347523892268,0.9598802446052759,0.9602239611843041,0.9600347523892268,3596.633692979813,0.9391833188531712,0.938919904318732,0.9392575808854352,0.9391833188531712,3596.654349565506,0.943527367506516,0.9434699649982341,0.9434498668135728,0.943527367506516,3070.0,0.9548218940052128,0.9546679258989564,0.9549045372769988,0.9548218940052128,3658.6155893802643
32,dataset_54_vehicle,0.8207547169811321,0.8180452321961754,0.8161635534277044,0.8207547169811321,3596.5498311519623,0.8254716981132075,0.8242630614267136,0.8234860332815949,0.8254716981132075,3595.941578388214,0.7877358490566038,0.7869669518449159,0.7863804713804714,0.7877358490566038,3595.469780921936,0.7783018867924528,0.7741855721673454,0.7756584769596317,0.7783018867924528,3599.985919952393,0.6650943396226415,0.6449883643006813,0.652466906597807,0.6650943396226415,3154.0,0.8537735849056604,0.8524965789116732,0.8521556794744483,0.8537735849056604,3605.708600759506
33,dataset_59_ionosphere,0.9318181818181818,0.9307210031347959,0.933982683982684,0.9318181818181818,3597.4643540382385,0.9204545454545454,0.91790974763111,0.9292929292929292,0.9204545454545454,3599.3918318748474,0.9204545454545454,0.919536059094149,0.920992508368312,0.9204545454545454,3600.5808339118958,0.9431818181818182,0.9419883318188399,0.947839046199702,0.9431818181818182,3596.844457626343,0.931818181818182,0.9300249721056264,0.93841642228739,0.9318181818181818,3013.0,0.9431818181818182,0.9419883318188399,0.947839046199702,0.9431818181818182,3602.922771215439
34,dataset_60_waveform-5000,0.86,0.8596325106271084,0.8608486385531844,0.86,3596.521859884262,0.872,0.8717750421269426,0.8720940370229121,0.872,3596.6175289154053,0.8624,0.8622697841346295,0.8623286116628857,0.8624,3596.587695837021,0.8656,0.8653448665565451,0.8657229054413043,0.8656,3596.1503269672394,0.8615999999999999,0.8616026068734338,0.8616561508695837,0.8616,3129.0,0.8584,0.8584675648633114,0.8587676263309397,0.8584,3619.8769268989563
35,dataset_61_iris,0.9736842105263158,0.9739522830846216,0.9763157894736842,0.9736842105263158,3599.2131934165955,1.0,1.0,1.0,1.0,3599.6039090156555,0.9736842105263158,0.9739522830846216,0.9763157894736842,0.9736842105263158,3598.946615219116,0.9736842105263158,0.9739522830846216,0.9763157894736842,0.9736842105263158,3601.165556430817,0.9736842105263156,0.9739522830846216,0.9763157894736842,0.9736842105263158,3008.0,1.0,1.0,1.0,1.0,3612.396253824234
36,dataset_6_letter,0.965,0.9650220040010696,0.9653222018278173,0.965,3600.428760766983,0.9582,0.9582151270526842,0.9585071129449456,0.9582,3598.4597342014313,0.9616,0.9616165886596036,0.961812367434642,0.9616,3600.601566076279,0.951,0.9510166165040641,0.951389685071472,0.951,3598.5618345737457,0.9598,0.9598910433084938,0.9602684915036568,0.9598,3384.0,,,,,3769.381667613983
37,dataset_9_autos,0.8461538461538461,0.8426917909676531,0.8499999999999999,0.8461538461538461,3600.9955730438232,0.8076923076923077,0.8054214602601699,0.8271592442645074,0.8076923076923077,3600.309738636017,0.8653846153846154,0.8650045606567347,0.8668414918414917,0.8653846153846154,3603.600577116013,0.8269230769230769,0.8320541302285724,0.849145299145299,0.8269230769230769,3597.413900613785,0.8461538461538461,0.8476107226107226,0.8571428571428571,0.8461538461538461,3023.0,0.8461538461538461,0.846260802601181,0.8474358974358975,0.8461538461538461,3604.892253875733
38,devnagari,0.8866086956521739,0.8863970203543342,0.8881919835336501,0.8866086956521739,3601.087637424469,0.8846086956521739,0.8843957906559321,0.88621573845838,0.8846086956521739,3610.0090115070343,0.8862173913043478,0.8859810285320476,0.887738284177723,0.8862173913043478,3607.9418132305145,0.8862173913043478,0.8859810285320476,0.887738284177723,0.8862173913043478,3613.740422487259,0.0,0.0,0.0,0.0,3960.0,,,,,3960.000757694245
39,electricity-normalized,0.9150776836158192,0.9151104661276588,0.9151546375241104,0.9150776836158192,3597.194936275482,0.9109286723163842,0.9110316962742622,0.9112438544430108,0.9109286723163842,3597.1623289585114,0.9151659604519774,0.9152954445678948,0.915623009884247,0.9151659604519774,3596.139259338379,0.9028072033898306,0.9027669980893772,0.9027388706349824,0.9028072033898306,3597.040764093399,0.734375,0.7351657331802173,0.7366663797955862,0.734375,3234.0,0.920992231638418,0.9209911232026968,0.9209900294132096,0.920992231638418,3669.79221200943
40,eye_movements,0.723482077542063,0.7234456131844698,0.7234830876273297,0.723482077542063,3595.901382923126,0.7073884418434528,0.7080942623742537,0.7095284770848543,0.7073884418434528,3597.4663338661194,0.6982443306510607,0.6983259871966299,0.6989366809997689,0.6982443306510607,3596.469784975052,0.6788588149231894,0.6782708207228657,0.6781470983134257,0.6788588149231894,3596.90838766098,0.3840526700804682,0.3842831676331424,0.3859463031335261,0.3840526700804682,3057.0,0.7231163130943672,0.7235754847274519,0.7244864267403944,0.7231163130943672,3650.1169307231903
41,gina_agnostic,0.9457900807381776,0.9457667933545576,0.9458672309356828,0.9457900807381776,3596.3800163269043,0.9434832756632064,0.9434861382421303,0.943491515131168,0.9434832756632064,3596.3698501586914,0.9319492502883506,0.9319378166190321,0.9319487517951294,0.9319492502883506,3597.014711380005,0.9492502883506344,0.9492248281761398,0.9493616069845592,0.9492502883506344,3596.176152944565,0.8881199538638985,0.8880718926679165,0.8881399637530223,0.8881199538638985,3486.0,0.9515570934256056,0.9515459814818163,0.9515754868011832,0.9515570934256056,3662.504158973694
42,hiva_agnostic,0.9678638941398866,0.9588274108842756,0.9635750094419476,0.9678638941398866,3594.735336303711,0.9659735349716446,0.95534858186463,0.9602325776501921,0.9659735349716446,3595.593983411789,0.9650283553875236,0.9566734781633124,0.9566963412703586,0.9650283553875236,3595.174178123474,0.9678638941398866,0.9567465315992244,0.9689035017509654,0.9678638941398866,3595.175819158554,0.9631379962192816,0.9552780093016628,0.9535257602255368,0.9631379962192816,3219.0,,,,,3633.778996944428
43,ipums_la_99-small,0.926729986431479,0.9109479229015096,0.9037112112090964,0.926729986431479,3596.6824946403503,0.932157394843962,0.9078585808965608,0.8974783834836513,0.932157394843962,3596.2649688720703,0.9298959746720942,0.9130996719723424,0.9072139515834354,0.9298959746720942,3597.160333871841,0.9294436906377204,0.904996455290538,0.8963366351426053,0.9294436906377204,3595.924521446228,0.8504398826979472,0.7817038541439134,0.7232479940832982,0.8504398826979472,3604.0,0.9326096788783356,0.9093402209906136,0.9033210349419734,0.9326096788783356,3692.198821544647
44,jm1,0.8159441587068332,0.7708835471199833,0.783682419823585,0.8159441587068332,3595.5510473251343,0.8133725202057309,0.7742717772223611,0.7786394387017509,0.8133725202057309,3596.2940492630005,0.8144746509919177,0.7854405615531631,0.7838847487022572,0.8144746509919177,3596.2291786670685,0.8093313739897134,0.7702859315170925,0.7713090770761564,0.8093313739897134,3596.368203163147,0.8104335047759001,0.7662090585710354,0.7717273163487234,0.8104335047759001,3403.0,0.8207200587803086,0.7841748386493682,0.7925303937396908,0.8207200587803086,3602.651663541794
45,jungle_chess_2pcs_endgame_panther_lion,1.0,1.0,1.0,1.0,3597.8664889335632,1.0,1.0,1.0,1.0,3596.9496953487396,1.0,1.0,1.0,1.0,3597.268278598785,1.0,1.0,1.0,1.0,3595.2036080360413,1.0,1.0,1.0,1.0,3114.0,1.0,1.0,1.0,1.0,3601.570419549942
46,kin8nm,0.90087890625,0.9008722992111601,0.9008695650485724,0.90087890625,3595.691838979721,0.8916015625,0.8916015625,0.8916015625,0.8916015625,3595.9633944034576,0.888671875,0.8886810218155019,0.8886969566103812,0.888671875,3596.494731426239,0.88671875,0.8867280572859495,0.8867441375746852,0.88671875,3597.226459026337,0.78515625,0.7850814768681063,0.7850802177373828,0.78515625,3360.0,0.85888671875,0.8589547491599516,0.8597799676086263,0.85888671875,3602.2464516162872
47,leukemia,1.0,1.0,1.0,1.0,3596.164010047913,1.0,1.0,1.0,1.0,3611.9344911575317,1.0,1.0,1.0,1.0,3599.161964893341,1.0,1.0,1.0,1.0,3597.6765389442444,1.0,1.0,1.0,1.0,3465.0,0.9444444444444444,0.9435154217762912,0.9490740740740741,0.9444444444444444,3612.555897951126
48,lymphoma_2classes,0.8333333333333334,0.8333333333333334,0.8809523809523809,0.8333333333333334,3596.4651312828064,0.8333333333333334,0.8333333333333334,0.8809523809523809,0.8333333333333334,3604.6231124401093,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,3596.1840918064117,0.8333333333333334,0.8333333333333334,0.8809523809523809,0.8333333333333334,3595.730655193329,0.75,0.7517482517482517,0.7638888888888891,0.75,3825.0,,,,,
49,mfeat-pixel,0.996,0.9959618618195482,0.9960176211453744,0.996,3621.958057641983,0.994,0.9939131486289432,0.9940395604395604,0.994,3596.481234550476,0.994,0.9939131486289432,0.9940395604395604,0.994,3599.182934045792,0.996,0.9959618618195482,0.9960176211453744,0.996,3596.971786260605,0.996,0.9959618618195482,0.9960176211453744,0.996,3833.0,0.996,0.9959618618195482,0.9960176211453744,0.996,3610.822199821472
50,mnist_784,0.9649142857142856,0.964916889238447,0.964959394002816,0.9649142857142856,3595.655002117157,0.9641714285714286,0.96416151475705,0.9642055440901964,0.9641714285714286,3595.460141897201,0.9641714285714286,0.9641589974689524,0.9641974738140248,0.9641714285714286,3593.9560186862946,0.9641714285714286,0.9641589974689524,0.9641974738140248,0.9641714285714286,3597.408823728561,0.0,0.0,0.0,0.0,3960.0,,,,,3960.001258373261
51,openml_phpJNxH0q,0.9828571428571428,0.9828174558722336,0.9828511404561824,0.9828571428571428,3600.612811326981,0.9714285714285714,0.9712217896318316,0.9716778171323626,0.9714285714285714,3601.170550107956,0.9714285714285714,0.9713624264537224,0.9713685474189676,0.9714285714285714,3598.753007888794,0.9714285714285714,0.9714920047574996,0.9716264578333542,0.9714285714285714,3600.041855096817,0.9828571428571428,0.9828174558722336,0.9828511404561824,0.9828571428571428,3012.0,0.9314285714285714,0.9295255963548644,0.9351234802431612,0.9314285714285714,3600.8205347061157
52,page-blocks,0.97954711468225,0.97954711468225,0.97954711468225,0.97954711468225,3595.9636101722717,0.9773557341124908,0.9771079644216216,0.9769900267274694,0.9773557341124908,3596.557687520981,0.9817384952520088,0.9817106293126198,0.9816853753919392,0.9817384952520088,3595.8167855739594,0.9810080350620892,0.9810080350620892,0.9810080350620892,0.9810080350620892,3597.48797249794,0.0,0.0,0.0,0.0,3960.0,0.9824689554419284,0.9824152392878264,0.9823720679503052,0.9824689554419284,3607.512412548065
53,php0FyS2T,0.6875,0.6739329906204907,0.732068722943723,0.6875,3598.427763938904,0.69,0.686570381007881,0.7446619769119769,0.69,3596.3682513237,0.6575,0.6481088519323813,0.7128065476190477,0.6575,3599.501086473465,0.61,0.6012060578310578,0.652625,0.61,3597.188393831253,0.6,0.5804343295593296,0.6331319444444444,0.6,3204.0,,,,,3631.885274171829
54,php3CTpvq,0.6541933410119734,0.6528405577396907,0.6537173570121565,0.6541933410119734,3596.738144159317,0.6622559129992233,0.6604712418881403,0.6632811856363311,0.6622559129992233,3667.788754463196,0.6542736988723113,0.6531923527111614,0.6543594546631789,0.6542736988723113,3595.9512708187103,0.6542736988723113,0.6531923527111614,0.6543594546631789,0.6542736988723113,3599.1416988372803,0.5411566174697988,0.5415927019329786,0.5449674821101428,0.5411566174697988,3314.0,,,,,3793.600015878677
55,php5OMDBD,0.996,0.9961804511278196,0.997,0.996,3607.053275823593,1.0,1.0,1.0,1.0,3600.676254987717,1.0,1.0,1.0,1.0,3603.9687056541443,1.0,1.0,1.0,1.0,3609.986316680908,1.0,1.0,1.0,1.0,3009.0,1.0,1.0,1.0,1.0,3663.523390293121
