dataset,accuracy_1,accuracy_2,accuracy_3,accuracy_mean,accuracy_std,error_1,error_2,error_3,f1score_1,f1score_2,f1score_3,f1score_mean,f1score_std,model_1,model_2,model_3,precision_1,precision_2,precision_3,precision_mean,precision_std,recall_1,recall_2,recall_3,recall_mean,recall_std,time_1,time_2,time_3
avila-tr,0.8033352501437608,,,0.8033352501437608,0.0,,,,0.7982138845824017,,,0.7982138845824017,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",,,0.8043847498846879,,,0.8043847498846879,0.0,0.8033352501437608,,,0.8033352501437608,0.0,519.0,,
churn,0.9216,,,0.9216,0.0,,,,0.9124903157672404,,,0.9124903157672404,0.0,"best classifier: weka.classifiers.rules.JRip
arguments: [-N, 3.2535425399717908, -E, -P, -O, 4]",,,0.9183693913043476,,,0.9183693913043476,0.0,0.9216,,,0.9216,0.0,533.0,,
cifar-10,0.0,,,0.0,0.0,Timeout,,,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,660.0,,
connect-4,0.7069271758436945,0.7069271758436945,0.7069271758436945,0.7069271758436945,0.0,,,,0.6539400220472215,0.6539400220472215,0.6539400220472215,0.6539400220472215,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.6637036715960829,0.6637036715960829,0.6637036715960829,0.6637036715960829,0.0,0.7069271758436945,0.7069271758436945,0.7069271758436945,0.7069271758436945,0.0,536.0,534.0,534.0
dataset_183_adult,0.8455490950782082,0.8455490950782082,0.8455490950782082,0.8455490950782082,0.0,,,,0.8398098650387092,0.8398098650387092,0.8398098650387092,0.8398098650387092,0.0,"best classifier: weka.classifiers.meta.Bagging
arguments: [-P, 74, -I, 4, -S, 1, -W, weka.classifiers.rules.PART, --, -N, 4, -M, 44, -R, -B]","best classifier: weka.classifiers.meta.Bagging
arguments: [-P, 74, -I, 4, -S, 1, -W, weka.classifiers.rules.PART, --, -N, 4, -M, 44, -R, -B]","best classifier: weka.classifiers.meta.Bagging
arguments: [-P, 74, -I, 4, -S, 1, -W, weka.classifiers.rules.PART, --, -N, 4, -M, 44, -R, -B]",0.8384656237980112,0.8384656237980112,0.8384656237980112,0.8384656237980112,0.0,0.8455490950782082,0.8455490950782082,0.8455490950782082,0.8455490950782082,0.0,539.0,538.0,535.0
dataset_185_yeast,0.5633423180592991,0.6091644204851752,0.5822102425876011,0.5849056603773585,0.01880363839753491,,,,0.5568772797905889,0.6011811697148839,0.5659351526399681,0.5746645340484803,0.01911125742309092,"best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.9005458437479369, -M, 0.3969778277242346, -H, o, -R, -S, 1]","best classifier: weka.classifiers.meta.Bagging
arguments: [-P, 76, -I, 111, -S, 1, -W, weka.classifiers.trees.RandomForest, --, -I, 14, -K, 1, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 18, -K, 0, -depth, 5]",0.5643021293926807,0.6066377133819153,0.5965015178469791,0.5891471202071917,0.018048837292384764,0.5633423180592992,0.6091644204851752,0.5822102425876011,0.5849056603773585,0.018803638397534867,524.0,539.0,521.0
dataset_186_satimage,0.9135572139303484,0.9135572139303484,0.9135572139303484,0.9135572139303484,1.1102230246251563e-16,,,,0.9122558938050344,0.9122558938050344,0.9122558938050344,0.9122558938050344,0.0,"best classifier: weka.classifiers.meta.AdaBoostM1
arguments: [-P, 56, -I, 118, -S, 1, -W, weka.classifiers.trees.J48, --, -J, -A, -M, 6, -C, 0.2814136752665706]","best classifier: weka.classifiers.meta.AdaBoostM1
arguments: [-P, 56, -I, 118, -S, 1, -W, weka.classifiers.trees.J48, --, -J, -A, -M, 6, -C, 0.2814136752665706]","best classifier: weka.classifiers.meta.AdaBoostM1
arguments: [-P, 56, -I, 118, -S, 1, -W, weka.classifiers.trees.J48, --, -J, -A, -M, 6, -C, 0.2814136752665706]",0.912068785456698,0.912068785456698,0.912068785456698,0.912068785456698,0.0,0.9135572139303484,0.9135572139303484,0.9135572139303484,0.9135572139303484,1.1102230246251563e-16,541.0,541.0,540.0
dataset_187_abalone,0.0,0.0,0.2662835249042146,0.08876117496807152,0.12552725745201804,Timeout,Timeout,,0.0,0.0,0.2344533983336664,0.0781511327778888,0.11052239188931086,,,"best classifier: weka.classifiers.functions.SimpleLogistic
arguments: [-W, 0]",0.0,0.0,0.2296066286112949,0.07653554287043164,0.10823760273095186,0.0,0.0,0.2662835249042146,0.08876117496807152,0.12552725745201804,660.0,660.0,559.0
dataset_189_baseball,0.928358208955224,,,0.928358208955224,0.0,,,,0.910077592957312,,,0.910077592957312,0.0,"best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 3.9506181272499217]",,,0.9079786253915606,,,0.9079786253915606,0.0,0.928358208955224,,,0.928358208955224,0.0,510.0,,
dataset_194_eucalyptus,0.5978260869565217,,,0.5978260869565217,0.0,,,,0.5793582098895655,,,0.5793582098895655,0.0,"best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 2.216632168066345]",,,0.5989949923632993,,,0.5989949923632993,0.0,0.5978260869565217,,,0.5978260869565217,0.0,511.0,,
dataset_24_mushroom,0.9881831610044312,0.9881831610044312,0.9881831610044312,0.9881831610044312,0.0,,,,0.9881808915507516,0.9881808915507516,0.9881808915507516,0.9881808915507516,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.988454812475594,0.988454812475594,0.988454812475594,0.988454812475594,0.0,0.9881831610044312,0.9881831610044312,0.9881831610044312,0.9881831610044312,0.0,523.0,517.0,536.0
dataset_26_nursery,0.9848765432098766,,,0.9848765432098766,0.0,,,,0.9844463621819504,,,0.9844463621819504,0.0,"best classifier: weka.classifiers.meta.AttributeSelectedClassifier
arguments: [-S, weka.attributeSelection.BestFirst, -E, weka.attributeSelection.CfsSubsetEval, -W, weka.classifiers.trees.RandomForest, --, -I, 110, -K, 0, -depth, 13]",,,0.984411920024174,,,0.984411920024174,0.0,0.9848765432098764,,,0.9848765432098764,0.0,519.0,,
dataset_28_optdigits,0.9836298932384342,,,0.9836298932384342,0.0,,,,0.9836000144148026,,,0.9836000144148026,0.0,"best classifier: weka.classifiers.lazy.IBk
arguments: [-E, -K, 1]",,,0.9838874351038508,,,0.9838874351038508,0.0,0.9836298932384342,,,0.9836298932384342,0.0,564.0,,
dataset_31_credit-g,0.752,0.752,0.748,0.7506666666666666,0.0018856180831641285,,,,0.7322035087719299,0.70736,0.7288605508188143,0.7228080198635815,0.011008325039056532,"best classifier: weka.classifiers.bayes.BayesNet
arguments: [-Q, weka.classifiers.bayes.net.search.local.TAN]","best classifier: weka.classifiers.meta.Bagging
arguments: [-P, 13, -I, 13, -S, 1, -W, weka.classifiers.trees.J48, --, -O, -U, -J, -M, 5]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 36, -K, 10, -depth, 16]",0.7353145780051151,0.7474505494505493,0.7305791845718479,0.7377814373425041,0.007105152330547065,0.752,0.752,0.748,0.7506666666666666,0.0018856180831641285,510.0,511.0,558.0
dataset_36_segment,0.9775086505190312,,,0.9775086505190312,0.0,,,,0.9775613791240759,,,0.9775613791240759,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",,,0.977717059443004,,,0.977717059443004,0.0,0.9775086505190312,,,0.9775086505190312,0.0,533.0,,
dataset_39_ecoli,0.8928571428571429,0.9047619047619048,0.9047619047619048,0.9007936507936508,0.005611958580845595,,,,0.8986579247083449,0.9095238095238096,0.9095238095238096,0.9059018479186548,0.005122227224404679,"best classifier: weka.classifiers.lazy.IBk
arguments: [-K, 7, -X, -I]","best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 0.39744933291214724]","best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 0.39744933291214724]",0.9082105064247922,0.9165888577653284,0.9165888577653284,0.9137960739851496,0.003949592698704321,0.8928571428571429,0.9047619047619048,0.9047619047619048,0.9007936507936508,0.005611958580845595,509.0,511.0,511.0
dataset_40_sonar,0.75,,,0.75,0.0,,,,0.7486002239641658,,,0.7486002239641658,0.0,"best classifier: weka.classifiers.lazy.IBk
arguments: [-E, -K, 60, -X, -I]",,,0.7522727272727271,,,0.7522727272727271,0.0,0.75,,,0.75,0.0,510.0,,
dataset_42_soybean,0.9018404907975459,,,0.9018404907975459,0.0,,,,0.8974022798238537,,,0.8974022798238537,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 21, -K, 0, -depth, 8]",,,0.9110553046135866,,,0.9110553046135866,0.0,0.9018404907975459,,,0.9018404907975459,0.0,560.0,,
dataset_44_spambase,0.9443961772371848,0.9443961772371848,0.9443961772371848,0.9443961772371848,1.1102230246251563e-16,,,,0.944102395392005,0.944102395392005,0.944102395392005,0.944102395392005,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.9446827030067398,0.9446827030067398,0.9446827030067398,0.9446827030067398,0.0,0.944396177237185,0.944396177237185,0.944396177237185,0.944396177237185,0.0,562.0,559.0,512.0
dataset_54_vehicle,0.0,,,0.0,0.0,Timeout,,,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,660.0,,
dataset_59_ionosphere,0.943181818181818,,,0.943181818181818,0.0,,,,0.94198833181884,,,0.94198833181884,0.0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 0.6680673876996616, -N, 2, -M, -K, weka.classifiers.functions.supportVector.RBFKernel -G 0.2582956076700777]",,,0.947839046199702,,,0.947839046199702,0.0,0.9431818181818182,,,0.9431818181818182,0.0,509.0,,
dataset_60_waveform-5000,0.8615999999999999,0.8615999999999999,0.8615999999999999,0.8615999999999998,1.1102230246251563e-16,,,,0.8616026068734338,0.8616026068734338,0.8616026068734338,0.8616026068734338,0.0,"best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 0.0885405771893914]","best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 0.0885405771893914]","best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 0.0885405771893914]",0.8616561508695837,0.8616561508695837,0.8616561508695837,0.8616561508695838,1.1102230246251563e-16,0.8616,0.8616,0.8616,0.8616,0.0,529.0,512.0,514.0
dataset_61_iris,0.9736842105263156,0.9736842105263156,0.9473684210526316,0.9649122807017544,0.012405382126079716,,,,0.9739522830846216,0.9739522830846216,0.9467938852980404,0.964899483822428,0.012802591494035441,"best classifier: weka.classifiers.trees.REPTree
arguments: [-M, 4, -V, 5.806504604603544E-4, -L, 9, -P]","best classifier: weka.classifiers.trees.REPTree
arguments: [-M, 4, -V, 5.806504604603544E-4, -L, 9, -P]","best classifier: weka.classifiers.meta.RandomSubSpace
arguments: [-I, 5, -P, 0.5189339083860127, -S, 1, -W, weka.classifiers.functions.Logistic, --, -R, 7.337910468717164E-11]",0.9763157894736842,0.9763157894736842,0.9518796992481204,0.9681704260651628,0.011519283402788374,0.9736842105263158,0.9736842105263158,0.9473684210526316,0.9649122807017544,0.01240538212607982,508.0,508.0,508.0
dataset_6_letter,0.935,,,0.935,0.0,,,,0.935102858490976,,,0.935102858490976,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",,,0.9355944516566932,,,0.9355944516566932,0.0,0.935,,,0.935,0.0,548.0,,
dataset_9_autos,0.6923076923076923,0.7884615384615384,0.8076923076923077,0.7628205128205128,0.05047440944879367,,,,0.687717556277394,0.7915577176446741,0.806930450858487,0.7620685749268516,0.05294736828382676,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 3, -K, 0, -depth, 15]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 36, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 164, -K, 0, -depth, 0]",0.6978632478632479,0.8006472693972694,0.8095074043603455,0.7693393072069542,0.050670476560943936,0.6923076923076923,0.7884615384615384,0.8076923076923077,0.7628205128205128,0.05047440944879367,513.0,508.0,511.0
devnagari,0.0,0.0,0.0,0.0,0.0,Timeout,Timeout,Timeout,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,662.0,660.0
electricity-normalized,0.734375,0.734375,0.734375,0.734375,0.0,,,,0.7351657331802173,0.7351657331802173,0.7351657331802173,0.7351657331802173,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.7366663797955862,0.7366663797955862,0.7366663797955862,0.7366663797955862,0.0,0.734375,0.734375,0.734375,0.734375,0.0,578.0,586.0,584.0
eye_movements,0.3840526700804682,0.3840526700804682,0.3840526700804682,0.3840526700804682,0.0,,,,0.3842831676331424,0.3842831676331424,0.3842831676331424,0.3842831676331424,0.0,"best classifier: weka.classifiers.rules.OneR
arguments: [-B, 1]","best classifier: weka.classifiers.rules.OneR
arguments: [-B, 1]","best classifier: weka.classifiers.rules.OneR
arguments: [-B, 1]",0.3859463031335261,0.3859463031335261,0.3859463031335261,0.3859463031335261,5.551115123125783e-17,0.3840526700804682,0.3840526700804682,0.3840526700804682,0.3840526700804682,5.551115123125783e-17,521.0,522.0,519.0
gina_agnostic,0.8881199538638985,,,0.8881199538638985,0.0,,,,0.8880718926679165,,,0.8880718926679165,0.0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 0.7127949742291734, -N, 0, -M, -K, weka.classifiers.functions.supportVector.PolyKernel -E 1.1133446901320447 -L]",,,0.8881399637530223,,,0.8881399637530223,0.0,0.8881199538638985,,,0.8881199538638985,0.0,597.0,,
hiva_agnostic,0.9640831758034026,0.9640831758034026,0.9640831758034026,0.9640831758034026,0.0,,,,0.9576905866978538,0.9576905866978538,0.9576905866978538,0.9576905866978538,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.9559282308925156,0.9559282308925156,0.9559282308925156,0.9559282308925156,0.0,0.9640831758034026,0.9640831758034026,0.9640831758034026,0.9640831758034026,0.0,560.0,559.0,558.0
ipums_la_99-small,0.8504398826979472,0.8504398826979472,0.8504398826979472,0.8504398826979472,0.0,,,,0.7817038541439134,0.7817038541439134,0.7817038541439134,0.7817038541439135,1.1102230246251563e-16,"best classifier: weka.classifiers.rules.ZeroR
arguments: []","best classifier: weka.classifiers.rules.ZeroR
arguments: []","best classifier: weka.classifiers.rules.ZeroR
arguments: []",0.7232479940832982,0.7232479940832982,0.7232479940832982,0.7232479940832982,0.0,0.8504398826979472,0.8504398826979472,0.8504398826979472,0.8504398826979472,0.0,569.0,569.0,569.0
jm1,0.8111682586333577,,,0.8111682586333577,0.0,,,,0.7675027420516144,,,0.7675027420516144,0.0,"best classifier: weka.classifiers.meta.Vote
arguments: [-R, AVG, -S, 1, -B, weka.classifiers.trees.RandomForest -I 193 -K 0 -depth 11]",,,0.7733682784564332,,,0.7733682784564332,0.0,0.8111682586333578,,,0.8111682586333578,0.0,568.0,,
jungle_chess_2pcs_endgame_panther_lion,0.9846938775510204,,,0.9846938775510204,0.0,,,,0.9844976164406776,,,0.9844976164406776,0.0,"best classifier: weka.classifiers.trees.J48
arguments: [-O, -J, -A, -S, -M, 3, -C, 0.5959403125099031]",,,0.9844265842885738,,,0.9844265842885738,0.0,0.9846938775510204,,,0.9846938775510204,0.0,525.0,,
kin8nm,0.78515625,,,0.78515625,0.0,,,,0.7850814768681063,,,0.7850814768681063,0.0,"best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.9016538469375728, -M, 0.36063042122350475, -H, a, -R, -D, -S, 1]",,,0.7850802177373828,,,0.7850802177373828,0.0,0.78515625,,,0.78515625,0.0,546.0,,
leukemia,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,0.0,"best classifier: weka.classifiers.bayes.NaiveBayes
arguments: [-K]","best classifier: weka.classifiers.bayes.NaiveBayes
arguments: [-K]","best classifier: weka.classifiers.bayes.NaiveBayes
arguments: [-K]",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,644.0,649.0,647.0
lymphoma_2classes,0.75,0.75,0.75,0.75,0.0,,,,0.7517482517482517,0.7517482517482517,0.7517482517482517,0.7517482517482517,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.7638888888888891,0.7638888888888891,0.7638888888888891,0.7638888888888891,0.0,0.75,0.75,0.75,0.75,0.0,545.0,545.0,540.0
mfeat-pixel,0.996,0.996,0.996,0.996,0.0,,,,0.9959618618195482,0.9959618618195482,0.9959618618195482,0.9959618618195482,0.0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 1.0574050316054016, -N, 0, -K, weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 4.819706475007974]","best classifier: weka.classifiers.functions.SMO
arguments: [-C, 1.0574050316054016, -N, 0, -K, weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 4.819706475007974]","best classifier: weka.classifiers.functions.SMO
arguments: [-C, 1.0574050316054016, -N, 0, -K, weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 4.819706475007974]",0.9960176211453744,0.9960176211453744,0.9960176211453744,0.9960176211453744,0.0,0.996,0.996,0.996,0.996,0.0,535.0,523.0,521.0
mnist_784,0.0,0.0,0.0,0.0,0.0,Timeout,Timeout,Timeout,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,660.0,660.0
openml_phpJNxH0q,0.9828571428571428,0.9828571428571428,0.9828571428571428,0.9828571428571428,1.1102230246251563e-16,,,,0.9828174558722336,0.9828174558722336,0.9828174558722336,0.9828174558722336,0.0,"best classifier: weka.classifiers.bayes.NaiveBayes
arguments: [-D]","best classifier: weka.classifiers.bayes.NaiveBayes
arguments: [-D]","best classifier: weka.classifiers.bayes.NaiveBayes
arguments: [-D]",0.9828511404561824,0.9828511404561824,0.9828511404561824,0.9828511404561824,0.0,0.9828571428571428,0.9828571428571428,0.9828571428571428,0.9828571428571428,1.1102230246251563e-16,510.0,510.0,42.0
page-blocks,0.9773557341124908,,,0.9773557341124908,0.0,,,,0.9769599897865618,,,0.9769599897865618,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",,,0.9768927311994338,,,0.9768927311994338,0.0,0.9773557341124908,,,0.9773557341124908,0.0,543.0,,
php0FyS2T,0.4925,,,0.4925,0.0,,,,0.4862826756576756,,,0.4862826756576756,0.0,"best classifier: weka.classifiers.bayes.NaiveBayes
arguments: []",,,0.5491934523809523,,,0.5491934523809523,0.0,0.4925,,,0.4925,0.0,539.0,,
php3CTpvq,0.5411566174697988,0.5411566174697988,0.5411566174697988,0.5411566174697988,0.0,,,,0.5415927019329786,0.5415927019329786,0.5415927019329786,0.5415927019329786,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.5449674821101428,0.5449674821101428,0.5449674821101428,0.5449674821101428,0.0,0.5411566174697988,0.5411566174697988,0.5411566174697988,0.5411566174697988,0.0,622.0,617.0,628.0
php5OMDBD,0.992,,,0.992,0.0,,,,0.9923555555555555,,,0.9923555555555555,0.0,"best classifier: weka.classifiers.trees.RandomTree
arguments: [-M, 3, -K, 0, -depth, 0, -N, 0]",,,0.9946666666666666,,,0.9946666666666666,0.0,0.992,,,0.992,0.0,558.0,,
php5s7Ep8,0.7757201646090535,,,0.7757201646090535,0.0,,,,0.7680118168697433,,,0.7680118168697433,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",,,0.7841876472072882,,,0.7841876472072882,0.0,0.7757201646090535,,,0.7757201646090535,0.0,571.0,,
php7KLval,0.748,,,0.748,0.0,,,,0.6401647597254004,,,0.6401647597254004,0.0,"best classifier: weka.classifiers.trees.J48
arguments: [-J, -M, 3]",,,0.559504,,,0.559504,0.0,0.748,,,0.748,0.0,508.0,,
phpB0xrNj,0.8794871794871795,0.8794871794871795,0.8794871794871795,0.8794871794871795,0.0,,,,0.8793364531274689,0.8793364531274689,0.8793364531274689,0.8793364531274689,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",0.8852336099549976,0.8852336099549976,0.8852336099549976,0.8852336099549976,0.0,0.8794871794871795,0.8794871794871795,0.8794871794871795,0.8794871794871795,0.0,609.0,629.0,621.0
phpCsX3fx,0.7825,,,0.7825,0.0,,,,0.7850171935907229,,,0.7850171935907229,0.0,"best classifier: weka.classifiers.bayes.NaiveBayes
arguments: [-K]",,,0.8392420634920634,,,0.8392420634920634,0.0,0.7825,,,0.7825,0.0,569.0,,
phpEZ030X,0.75,,,0.75,0.0,,,,0.75,,,0.75,0.0,"best classifier: weka.classifiers.rules.OneR
arguments: [-B, 8]",,,0.7738095238095237,,,0.7738095238095237,0.0,0.75,,,0.75,0.0,542.0,,
phpGReJjU,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,0.0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,545.0,528.0,529.0
phpGUrE90,0.8787878787878788,,,0.8787878787878788,0.0,,,,0.8782114006144044,,,0.8782114006144044,0.0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 1.0574050316054016, -N, 0, -K, weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 4.819706475007974]",,,0.8780678371173822,,,0.8780678371173822,0.0,0.8787878787878788,,,0.8787878787878788,0.0,513.0,,
