,Unnamed: 0,sklearn_accuracy_1,sklearn_f1_score_1,sklearn_precision_1,sklearn_recall_1,sklearn_time_1,sklearn_e_accuracy_1,sklearn_e_f1_score_1,sklearn_e_precision_1,sklearn_e_recall_1,sklearn_e_time_1,sklearn_m_accuracy_1,sklearn_m_f1_score_1,sklearn_m_precision_1,sklearn_m_recall_1,sklearn_m_time_1,sklearn_v_accuracy_1,sklearn_v_f1_score_1,sklearn_v_precision_1,sklearn_v_recall_1,sklearn_v_time_1,autoweka_accuracy_1,autoweka_f1_score_1,autoweka_precision_1,autoweka_recall_1,autoweka_time_1,recipe_valid_acc,recipe_valid_precision,recipe_valid_recall,recipe_valid_f1,recipe_train_acc,recipe_train_precision,recipe_train_recall,recipe_train_f1,recipe_test_acc,recipe_test_precision,recipe_test_recall,recipe_test_f1,smartml_model,smartml_train_acc,smartml_valid_acc,tpot_accuracy_1,tpot_f1_score_1,tpot_precision_1,tpot_recall_1,tpot_time_1
10,analcatdata_authorship,1.0,1.0,1.0,1.0,1796.9356677532196,0.995260663507109,0.995262751228572,0.9953274147253188,0.995260663507109,1795.743535041809,0.995260663507109,0.9952581533761158,0.9953184602936076,0.995260663507109,1796.4758477210999,0.990521327014218,0.9905120928615936,0.9905880782324276,0.990521327014218,1795.9513990879059,0.981042654028436,0.9810670321913644,0.9811761564648556,0.981042654028436,1514.0,0.9894179894179894,0.9897079075161268,0.9894179894179894,0.9894125053743628,1.0,1.0,1.0,1.0,0.990521327014218,0.9907497287729116,0.990521327014218,0.9905360355173202,rda,0.9968253968253971,"0.995260663507109
",1.0,1.0,1.0,1.0,1803.7025029659271
11,arrhythmia,0.8849557522123894,0.8832904334263125,0.9063211125158028,0.8849557522123894,1795.8285548686981,0.8849557522123894,0.8832904334263125,0.9063211125158028,0.8849557522123894,1795.4811789989471,0.8495575221238938,0.8458584141905802,0.8841186319062425,0.8495575221238938,1795.5803709030151,0.8495575221238938,0.8473797975574855,0.8688589656895893,0.8495575221238938,1796.9107956886292,0.8053097345132744,0.8028992836072482,0.8194060652698589,0.8053097345132744,1676.0,0.8235294117647058,0.823905731824917,0.8235294117647058,0.8224164715156854,1.0,1.0,1.0,1.0,0.5309734513274337,0.7590322318746447,0.5309734513274337,0.4025445225503256,naiveBayes,0.702064896755162,"0.654867256637168
",,,,,1980.001228570938
12,audiology,0.9473684210526316,0.9468365823224988,0.9470342522974101,0.9473684210526316,1796.202287197113,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9649122807017544,1797.0077595710754,0.9473684210526316,0.9455748905732893,0.9509569377990428,0.9473684210526316,1795.5814125537872,0.9473684210526316,0.9468365823224988,0.9470342522974101,0.9473684210526316,1796.0335388183594,0.9298245614035088,0.9283208020050124,0.929766276155505,0.9298245614035088,1726.0,0.9215686274509804,0.9411764705882352,0.9215686274509804,0.9250511015216898,1.0,1.0,1.0,1.0,0.9298245614035088,0.929766276155505,0.9298245614035088,0.9283208020050124,svm,1.0,"0.894736842105263
",0.9473684210526316,0.9468365823224988,0.9470342522974101,0.9473684210526316,1800.840542793274
13,avila-tr,0.9986582327007858,0.9986573325686944,0.9986631357009378,0.9986582327007858,1797.1324923038485,0.9942495687176538,0.994243444543778,0.9942736387373444,0.9942495687176538,1795.8298387527466,0.9988499137435308,0.9988488377681072,0.9988555266734706,0.9988499137435308,1796.849668264389,0.9844738355376652,0.9844583324665382,0.9846457177211054,0.9844738355376652,1795.9726366996765,0.9994249568717654,0.9994574016875308,0.9995249924327938,0.9994249568717654,1634.0,0.9982960596379128,0.9983194375256448,0.9982960596379128,0.9982999619454906,1.0,1.0,1.0,1.0,0.9505462909718227,0.9523934382691982,0.9505462909718227,0.9496322483241364,c50,1.0,"0.998466551658041
",,,,,1812.6211369037628
14,churn,0.9592,0.957342907463362,0.9584886672839946,0.9592,1796.9448518753052,0.9592,0.9578350916076286,0.9581203224354112,0.9592,1797.1772122383118,0.948,0.94461853307785,0.946928488791973,0.948,1795.5715165138245,0.948,0.94461853307785,0.946928488791973,0.948,1795.6586496829987,0.9216,0.9124903157672404,0.9183693913043476,0.9216,1530.0,0.9635555555555556,0.9627818073959324,0.9635555555555556,0.9629109696121896,0.9906666666666668,0.990637212391109,0.9906666666666668,0.990648383437116,0.9568,0.9555898758176129,0.9568,0.9557862028095564,bagging,0.9376,"0.9424
",0.9608,0.9590157346216612,0.9602548329653108,0.9608,1804.8316111564639
15,cifar-10,,,,,24.45328974723816,,,,,24.321495532989502,,,,,24.675801038742065,,,,,24.218862056732178,0.0,0.0,0.0,0.0,1980.0,,,,,,,,,,,,,bagging,1.0,"0.223533333333333
",,,,,620.4572796821593
16,connect-4,0.8216104203670811,0.8069845779368993,0.8028019058233623,0.8216104203670811,1795.7397463321686,0.8145648312611012,0.7944180270632617,0.7908841591122154,0.8145648312611012,1795.260597705841,0.8004736530491415,0.7699151308490215,0.7735129729059462,0.8004736530491415,1795.7101056575775,0.8064535227945531,0.7797443116199667,0.7797063764746243,0.8064535227945531,1796.8800339698792,0.7069271758436945,0.6539400220472215,0.6637036715960829,0.7069271758436945,1648.0,,,,,,,,,,,,,c50,0.922336037262913,"0.838247483718176
",,,,,1942.5817749500275
17,dataset_183_adult,0.8013266726721808,0.7447643254671461,0.8309859231151403,0.8013266726721808,1796.2098336219788,0.856359020555237,0.8539243847440174,0.8525287898924635,0.856359020555237,1795.5672652721405,0.8556219801818032,0.8518856360758874,0.8504588691896157,0.8556219801818032,1795.806191444397,0.8561133404307592,0.8508458414819949,0.8499833419060898,0.8561133404307592,1795.2572631835938,0.8455490950782082,0.8398098650387092,0.8384656237980112,0.8455490950782082,1735.0,,,,,,,,,,,,,randomForest,0.8769348366137969,"0.855540086806977
",0.8588977151748424,0.8547471657770168,0.8535562711468568,0.8588977151748424,1809.825469493866
18,dataset_185_yeast,0.5983827493261455,0.5915917001726463,0.6092607792478577,0.5983827493261455,1795.6250865459442,0.5876010781671159,0.582991462640117,0.5928419361686746,0.5876010781671159,1803.0832142829893,0.5660377358490566,0.5622684205014238,0.5722003968284824,0.5660377358490566,1796.4519324302673,0.5714285714285714,0.5657552096486036,0.5745312638843637,0.5714285714285714,1798.4735634326935,0.555256064690027,0.5481116658310313,0.5534724137624952,0.555256064690027,1544.0,0.6047904191616766,0.5992943838394242,0.6047904191616766,0.598556407010714,0.8921832884097035,0.8926841046964895,0.8921832884097035,0.8914172307162227,0.4690026954177898,0.5086139229169975,0.4690026954177898,0.4585006463847661,bagging,0.676549865229111,"0.584905660377358
",0.6064690026954178,0.5953707048361477,0.6035180373387959,0.6064690026954178,1802.2233645915985
19,dataset_186_satimage,0.9129353233830846,0.9121084619246655,0.912064893672114,0.9129353233830846,1797.2620401382446,0.9004975124378108,0.8979458320849617,0.8989358902566447,0.9004975124378108,1796.0726358890533,0.9172885572139304,0.9169018284104988,0.9167799517462499,0.9172885572139304,1797.882847070694,0.9036069651741292,0.9016619303309528,0.9014809718788156,0.9036069651741292,1798.2377314567566,0.9135572139303484,0.9122558938050344,0.9120687854566979,0.9135572139303484,1596.0,0.9260539046302696,0.9242996909380276,0.9260539046302696,0.9242622495566818,1.0,1.0,1.0,1.0,0.9185323383084576,0.9169702046610154,0.9185323383084576,0.9168612490842232,knn,1.0,"0.899875621890547
",,,,,1881.7043688297272
20,dataset_187_abalone,0.25933014354066986,0.2278349485584173,0.2187361889044442,0.25933014354066986,1798.5083675384521,0.2363636363636364,0.2026898764509341,0.18651709549723267,0.2363636363636364,1795.6314978599548,0.2545454545454545,0.2423915832272757,0.24757489180498785,0.2545454545454545,1797.2888967990875,0.2334928229665072,0.19298882760328573,0.1734856293818703,0.2334928229665072,1797.9516146183014,0.2480842911877395,0.20087948039548864,0.2705263666204027,0.2480842911877395,1641.0,,,,,,,,,,,,,randomForest,0.525862068965517,"0.250717703349282
",,,,,1975.186473608017
21,dataset_189_baseball,0.9283582089552241,0.9165190530862176,0.9132718850886632,0.9283582089552241,1798.3120629787445,0.9343283582089552,0.9244947855131708,0.9222083651821752,0.9343283582089552,1795.7819163799286,0.9283582089552241,0.918256957756611,0.9120381979630044,0.9283582089552241,1796.4676592350006,0.9253731343283582,0.9135822952303252,0.9062856066669804,0.9253731343283582,1795.8744175434113,0.9402985074626864,0.9292204641143093,0.9338726926117076,0.9402985074626866,1521.0,,,,,,,,,,,,,randomForest,0.953233830845771,"0.937313432835821
",0.9223880597014924,0.9086586299272864,0.9016118467225004,0.9223880597014924,1806.1279661655426
22,dataset_194_eucalyptus,0.6630434782608695,0.6557844296156499,0.6609241957895078,0.6630434782608695,1799.7096419334412,0.6956521739130435,0.6884547412918891,0.6936971492801836,0.6956521739130435,1796.0806922912598,0.6902173913043478,0.6704030071584698,0.6870664690997171,0.6902173913043478,1796.8073978424072,0.6793478260869565,0.6755990750956021,0.6739340356629018,0.6793478260869565,1795.0399088859558,0.625,0.6128635271712078,0.620582845882227,0.625,1662.0,0.5903614457831325,0.5986528083017489,0.5903614457831325,0.5915207068686344,0.9655797101449276,0.9679167756496376,0.9655797101449276,0.9658975593267836,0.3804347826086957,0.4234941974501471,0.3804347826086957,0.3509164535379369,svm,0.793478260869565,"0.673913043478261
",0.7173913043478259,0.7125376483868459,0.7120814220311603,0.7173913043478259,1804.18360042572
23,dataset_24_mushroom,1.0,1.0,1.0,1.0,1796.1206698417664,1.0,1.0,1.0,1.0,1796.2243592739105,1.0,1.0,1.0,1.0,1795.5087807178495,1.0,1.0,1.0,1.0,1796.1465973854065,0.9881831610044312,0.9881808915507516,0.9884548124755941,0.9881831610044312,1515.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,c50,1.0,"1
",1.0,1.0,1.0,1.0,1803.5934348106384
24,dataset_26_nursery,0.9993827160493828,0.9992293273032332,0.9990780636457914,0.9993827160493828,1796.4757063388824,0.999074074074074,0.9989207095284418,0.9987703661711598,0.999074074074074,1797.0195138454435,0.9996913580246912,0.9995379611148074,0.9993863903586124,0.9996913580246912,1797.339366197586,0.999074074074074,0.9990740822378086,0.9990743893365616,0.999074074074074,1796.4672508239746,0.999074074074074,0.9989207095284418,0.9987703661711598,0.999074074074074,1775.0,,,,,,,,,,,,,c50,0.999897119341564,"0.998765432098765
",0.9996913580246912,0.9995379611148074,0.9993863903586124,0.9996913580246912,1824.9913167953491
25,dataset_28_optdigits,0.987900355871886,0.9878840103108504,0.9880299183365632,0.987900355871886,1796.4726660251615,0.9822064056939499,0.9822136051829934,0.9823446854818072,0.9822064056939499,1796.2860581874847,0.9886120996441279,0.9886147111908846,0.9887676489609176,0.9886120996441279,1796.7009010314941,0.9779359430604982,0.9779616610334848,0.9780741601427084,0.9779359430604982,1796.3877747058868,0.9836298932384342,0.9836000144148026,0.9838874351038508,0.9836298932384342,1527.0,0.9889328063241106,0.989044756746441,0.9889328063241106,0.9889423132488616,1.0,1.0,1.0,1.0,0.98932384341637,0.9894850043237264,0.98932384341637,0.9893412269465583,rda,0.9862396204033209,"0.976512455516014
",,,,,1821.9742949008944
26,dataset_31_credit-g,0.752,0.7392916666666668,0.7376235827664399,0.752,1796.86452627182,0.7440000000000001,0.7273960192175704,0.72672,0.7440000000000001,1796.0912959575653,0.748,0.7358946906537955,0.7335794871794872,0.748,1796.058421611786,0.728,0.7232507936507936,0.7200632411067193,0.728,1796.5818283557892,0.76,0.7389156091933623,0.7453045013239188,0.76,1733.0,0.7555555555555555,0.7491958772046737,0.7555555555555555,0.7515886240511321,1.0,1.0,1.0,1.0,0.6679999999999999,0.6855240110006346,0.6679999999999999,0.6750379449971601,svm,0.793333333333333,"0.768
",0.732,0.7207841287573179,0.7169733660576312,0.732,1801.7996757030487
27,dataset_36_segment,0.9775086505190312,0.9776310751361508,0.9782101665354476,0.9775086505190312,1797.9374842643738,0.9775086505190312,0.9775949541306352,0.9778389814357588,0.9775086505190312,1800.583306312561,0.9826989619377162,0.9827765755057044,0.9829370981823656,0.9826989619377162,1801.765004873276,0.9757785467128028,0.9759571908737728,0.9764351108300552,0.9757785467128028,1799.3135817050934,0.9775086505190312,0.977561379124076,0.977717059443004,0.9775086505190312,1512.0,0.975,0.9752669904509584,0.975,0.9750712830478676,0.9959584295612008,0.9960125729523768,0.9959584295612008,0.9959656150107348,0.15570934256055366,0.02424539936063984,0.15570934256055366,0.041957607276795886,bagging,0.9336027713625871,"0.94636678200692
",0.9775086505190312,0.9775689196500372,0.977878461109836,0.9775086505190312,1804.8155262470245
28,dataset_39_ecoli,0.8928571428571429,0.8999574829931973,0.9185563114134544,0.8928571428571429,1800.1570525169373,0.9047619047619048,0.9053435413290748,0.9132275132275132,0.9047619047619048,1796.631834745407,0.9166666666666666,0.9237695078031212,0.9360119047619048,0.9166666666666666,1798.41708278656,0.8571428571428571,0.8571040916366547,0.8622435152922959,0.8571428571428571,1803.7600312232971,0.9047619047619048,0.9131106988249844,0.9301587301587302,0.9047619047619048,1510.0,0.7894736842105263,0.7651788785689714,0.7894736842105263,0.7761879394843384,0.9444444444444444,0.9503002711805968,0.9444444444444444,0.9440959072160348,0.4761904761904762,0.440625,0.4761904761904762,0.3268781196689202,rda,0.857142857142857,"0.892857142857143
",0.8928571428571429,0.8990831350686685,0.908314575830332,0.8928571428571429,1803.9056367874146
29,dataset_40_sonar,0.7884615384615384,0.7872841444270016,0.8009906759906761,0.7884615384615384,1797.123407125473,0.8461538461538461,0.8456980056980057,0.8553800023065391,0.8461538461538461,1798.513384103775,0.8269230769230769,0.8267309826688295,0.8320741758241758,0.8269230769230769,1796.8725383281708,0.8653846153846154,0.8654344175986796,0.8661242603550294,0.8653846153846154,1799.1686861515045,0.6346153846153846,0.6297986382732146,0.6370192307692307,0.6346153846153846,1514.0,0.8723404255319149,0.8743892828999213,0.8723404255319149,0.8717559036707974,0.9487179487179488,0.9531772575250836,0.9487179487179488,0.9483751542575072,0.4807692307692308,0.2311390532544379,0.4807692307692308,0.31218781218781216,naiveBayes,0.7307692307692311,"0.788461538461538
",0.8846153846153846,0.8846153846153846,0.8846153846153846,0.8846153846153846,1801.5879347324371
30,dataset_42_soybean,0.9181286549707602,0.9042031003434512,0.9046636707455421,0.9181286549707602,1802.6147997379305,0.9239766081871345,0.9038341533441352,0.8898572188045872,0.9239766081871345,1807.4916064739227,0.912280701754386,0.9011310628971804,0.905444458076037,0.912280701754386,1799.9756319522858,0.9005847953216374,0.8782386627862386,0.8695053569195446,0.9005847953216374,1796.4644639492035,0.8895705521472392,0.8900846396337225,0.9000803388840198,0.8895705521472392,1698.0,0.9025974025974026,0.9083544901214076,0.9025974025974026,0.9029153931276199,0.99609375,0.9961233428030304,0.99609375,0.996094076482142,0.5847953216374269,0.5697640566061619,0.5847953216374269,0.5703554068966975,naiveBayes,0.619140625,"0.60233918128655
",0.8947368421052632,0.8742937424879351,0.8618126123389279,0.8947368421052632,1807.319925069809
31,dataset_44_spambase,0.9565595134665508,0.956391570223126,0.9567198223551954,0.9565595134665508,1796.2693934440613,0.9556907037358818,0.9555091345144858,0.9558803429054707,0.9556907037358818,1797.1540622711182,0.9530842745438748,0.9529455365627224,0.9531047197488028,0.9530842745438748,1794.9929168224335,0.945264986967854,0.9450659627883404,0.9453032779317504,0.945264986967854,1796.8836390972135,0.9443961772371848,0.944102395392005,0.9446827030067398,0.944396177237185,1514.0,0.9584541062801932,0.9584183849851186,0.9584541062801932,0.9583903052663804,0.9997101449275362,0.9997102837470152,0.9997101449275362,0.9997101264563018,0.9643788010425716,0.964366091311964,0.9643788010425716,0.9643716841286828,randomForest,0.978840579710145,"0.960034752389227
",0.9582971329278888,0.958192313802158,0.9583073485238688,0.9582971329278888,1890.0309653282168
32,dataset_54_vehicle,0.8254716981132075,0.8244639689994214,0.8238568310373223,0.8254716981132075,1797.1852083206174,0.8349056603773585,0.8355270376642893,0.8362217681358693,0.8349056603773585,1795.2245893478394,0.8113207547169812,0.8104674912030303,0.8161261350456847,0.8113207547169812,1797.1192753314972,0.8018867924528302,0.7984014392513858,0.8020162415858063,0.8018867924528302,1799.0353927612305,0.8254716981132075,0.8246880611053916,0.8256923273317007,0.8254716981132075,1517.0,0.8481675392670157,0.8478965453697984,0.8481675392670157,0.8470979844248193,0.8990536277602523,0.901293846519802,0.8990536277602523,0.8979787641617364,0.5660377358490566,0.5928487150609341,0.5660377358490566,0.5656591571682315,rda,0.8690851735015771,"0.839622641509434
",0.8490566037735849,0.8477444361854142,0.8521402203211064,0.8490566037735849,1827.766034126281
33,dataset_59_ionosphere,0.9431818181818182,0.9419883318188399,0.947839046199702,0.9431818181818182,1799.4760012626648,0.9318181818181818,0.9307210031347959,0.933982683982684,0.9318181818181818,1797.067506313324,0.9431818181818182,0.9419883318188399,0.947839046199702,0.9431818181818182,1798.1872260570526,0.9204545454545454,0.91790974763111,0.9292929292929292,0.9204545454545454,1798.9058005809784,0.943181818181818,0.9419883318188399,0.947839046199702,0.9431818181818182,1509.0,0.9113924050632912,0.921523990593886,0.9113924050632912,0.9127401629717422,0.9277566539923956,0.9279532004917236,0.9277566539923956,0.9278405879820736,0.8181818181818182,0.8250688705234159,0.8181818181818182,0.8087983661754152,rda,0.9353612167300379,"0.909090909090909
",0.9659090909090908,0.9655154538974924,0.9676425269645608,0.9659090909090908,1803.54124045372
34,dataset_60_waveform-5000,0.868,0.8678646661402123,0.8681579783647503,0.868,1796.022778749466,0.8728,0.8722575592070145,0.8740960065221821,0.8728,1796.6658761501312,0.8672,0.8670486302798261,0.8673811411060848,0.8672,1795.7026886940002,0.8616,0.8616142082737573,0.8616598703189909,0.8616,1795.558932542801,0.8584,0.8584387191707461,0.8585122992035699,0.8584,1642.0,0.872,0.8734287171469488,0.872,0.8715955514041732,0.8858666666666667,0.8862573652183499,0.8858666666666667,0.8857227253969553,0.86,0.8599188926594629,0.86,0.8599283224352906,randomForest,0.999733333333333,"0.8472
",0.8592,0.8592651117493527,0.8595377160493058,0.8592,1802.727865219116
35,dataset_61_iris,0.9736842105263158,0.9739522830846216,0.9763157894736842,0.9736842105263158,1798.4695918560028,0.9736842105263158,0.9739522830846216,0.9763157894736842,0.9736842105263158,1796.183334350586,0.9736842105263158,0.9739522830846216,0.9763157894736842,0.9736842105263158,1797.0992059707642,0.9736842105263158,0.9739522830846216,0.9763157894736842,0.9736842105263158,1797.2583611011505,0.9736842105263156,0.9739522830846216,0.9763157894736842,0.9736842105263158,1510.0,0.9705882352941176,0.972689075630252,0.9705882352941176,0.9703589037954364,0.9821428571428572,0.9829734219269104,0.9821428571428572,0.982084879406308,0.7368421052631579,0.7791537667698659,0.7368421052631579,0.7121259029927761,naiveBayes,0.9464285714285708,"0.973684210526316
",1.0,1.0,1.0,1.0,1801.4999856948853
36,dataset_6_letter,0.958,0.9580500893783068,0.9582513329014856,0.958,1795.5094752311707,0.956,0.95612702748824,0.9565499041589812,0.956,1796.3731257915495,0.9616,0.9616165886596036,0.961812367434642,0.9616,1796.5517027378082,0.951,0.9510166165040641,0.951389685071472,0.951,1796.2509880065918,0.9598,0.9598910433084938,0.9602684915036568,0.9598,1748.0,,,,,,,,,,,,,randomForest,1.0,"0.9596
",,,,,1824.6453506946564
37,dataset_9_autos,0.8269230769230769,0.8240437723196344,0.8309577677224735,0.8269230769230769,1800.1088948249815,0.75,0.7561621174524402,0.7866396761133603,0.75,1796.499626159668,0.8461538461538461,0.8477589221123705,0.866880341880342,0.8461538461538461,1802.2708418369293,0.7884615384615384,0.788061938061938,0.7980769230769231,0.7884615384615384,1797.3708686828613,0.8076923076923077,0.806930450858487,0.8095074043603455,0.8076923076923077,1547.0,,,,,,,,,,,,,naiveBayes,0.20261437908496696,"0.134615384615385
",0.8269230769230769,0.8304778554778554,0.8478021978021979,0.8269230769230769,1802.6313829422
38,devnagari,0.8862173913043478,0.8859810285320476,0.887738284177723,0.8862173913043478,1807.6097316741946,0.8903478260869565,0.8899838841362544,0.8918313141991588,0.8903478260869565,1806.4930851459505,0.8862173913043478,0.8859810285320476,0.887738284177723,0.8862173913043478,1798.650101184845,0.8862173913043478,0.8859810285320476,0.887738284177723,0.8862173913043478,1805.4618587493896,0.0,0.0,0.0,0.0,1980.0,,,,,,,,,,,,,svm,1.0,"0.405869565217391
",,,,,1980.0011427402496
39,electricity-normalized,0.9176377118644068,0.9177119949560301,0.9178515610267024,0.9176377118644068,1796.1182715892792,0.9033368644067796,0.9033807092919794,0.9034401565565134,0.9033368644067796,1796.6315393447876,0.9151659604519774,0.9152954445678948,0.915623009884247,0.9151659604519774,1796.0463240146635,0.890625,0.89043995158536,0.8904364513165535,0.890625,1795.9954631328585,0.734375,0.7351657331802173,0.7366663797955862,0.734375,1682.0,0.8678893683797567,0.8691802861661954,0.8678893683797567,0.8682214754338636,0.8880355461393596,0.8893229670184988,0.8880355461393596,0.8883281354979651,0.8043785310734464,0.8189239746574767,0.8043785310734464,0.7967073240372509,randomForest,0.994673964218456,"0.916931497175141
",0.9096927966101694,0.9096991087195584,0.909705782145098,0.9096927966101694,1887.1714625358584
